query,expected_attack_type,method,backend,k,rank,doc_id,retrieved_attack_type,is_relevant,status,sentence_bert_model,faiss_enabled,description_naturelle,log_example,snort_rule_reference
Detect a TCP SYN port scan against our web server with many ports touched in one minute,port_scan,bm25,bm25,5,3,SNORT-P1-0002,port_scan,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,"Je veux repérer a SYN port scan from one external host against ports 22,25,110,143 on an internal server avec l'indice SYN scan.","1716800001.12 C001 198.51.100.11 40011 10.0.1.21 80 tcp S0 scan_ports=ports 22,25,110,143 msg=sequential SYN scan","alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""P1 Port scan repeated SYN 2""; flags:S; detection_filter:track by_src,count 11,seconds 7; classtype:attempted-recon; sid:9100002; rev:1;)"
Detect a TCP SYN port scan against our web server with many ports touched in one minute,port_scan,bm25,bm25,5,4,SNORT-P1-0018,port_scan,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,"Je veux repérer a SYN port scan from one external host against ports 25,465,587,993 on an internal server avec l'indice SYN scan.","1716800017.12 C017 198.51.100.27 40187 10.0.1.37 80 tcp S0 scan_ports=ports 25,465,587,993 msg=sequential SYN scan","alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""P1 Port scan repeated SYN 18""; flags:S; detection_filter:track by_src,count 11,seconds 8; classtype:attempted-recon; sid:9100018; rev:1;)"
Detect a TCP SYN port scan against our web server with many ports touched in one minute,port_scan,bm25,bm25,5,5,SNORT-P1-0010,port_scan,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,"Je veux repérer a SYN port scan from one external host against ports 88,389,636,3268 on an internal server avec l'indice SYN scan.","1716800009.12 C009 198.51.100.19 40099 10.0.1.29 80 tcp S0 scan_ports=ports 88,389,636,3268 msg=sequential SYN scan","alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""P1 Port scan repeated SYN 10""; flags:S; detection_filter:track by_src,count 11,seconds 6; classtype:attempted-recon; sid:9100010; rev:1;)"
Generate a Snort rule for repeated SSH brute force attempts on port 22,ssh_bruteforce,bm25,bm25,5,1,SNORT-P1-0034,ssh_bruteforce,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect repeated SSH login failures against account svc-ci on port 22 failed password,2026-05-25T09:13:14Z IDS ssh_auth_failure src=203.0.113.33 dst=10.10.0.43 proto=TCP dpt=22 user=svc-ci attempts=8 event=authentication failure,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""P1 SSH brute force repeated login failures 14""; flow:to_server,established; content:""SSH-""; detection_filter:track by_src,count 7,seconds 60; classtype:attempted-admin; sid:9100034; rev:1;)"
Generate a Snort rule for repeated SSH brute force attempts on port 22,ssh_bruteforce,bm25,bm25,5,2,SNORT-P1-0026,ssh_bruteforce,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect repeated SSH login failures against account ubuntu on port 22 failed password,2026-05-25T09:05:14Z IDS ssh_auth_failure src=203.0.113.25 dst=10.10.0.35 proto=TCP dpt=22 user=ubuntu attempts=8 event=authentication failure,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""P1 SSH brute force repeated login failures 6""; flow:to_server,established; content:""SSH-""; detection_filter:track by_src,count 7,seconds 60; classtype:attempted-admin; sid:9100026; rev:1;)"
Generate a Snort rule for repeated SSH brute force attempts on port 22,ssh_bruteforce,bm25,bm25,5,3,SNORT-P1-0030,ssh_bruteforce,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Je veux repérer repeated SSH login failures against account support on port 22 avec l'indice failed password.,2026-05-25T09:09:14Z IDS ssh_auth_failure src=203.0.113.29 dst=10.10.0.39 proto=TCP dpt=22 user=support attempts=8 event=authentication failure,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""P1 SSH brute force repeated login failures 10""; flow:to_server,established; content:""SSH-""; detection_filter:track by_src,count 7,seconds 60; classtype:attempted-admin; sid:9100030; rev:1;)"
Generate a Snort rule for repeated SSH brute force attempts on port 22,ssh_bruteforce,bm25,bm25,5,4,SNORT-P1-0038,ssh_bruteforce,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Je veux repérer repeated SSH login failures against account finance on port 22 avec l'indice failed password.,2026-05-25T09:17:14Z IDS ssh_auth_failure src=203.0.113.37 dst=10.10.0.47 proto=TCP dpt=22 user=finance attempts=8 event=authentication failure,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""P1 SSH brute force repeated login failures 18""; flow:to_server,established; content:""SSH-""; detection_filter:track by_src,count 7,seconds 60; classtype:attempted-admin; sid:9100038; rev:1;)"
Generate a Snort rule for repeated SSH brute force attempts on port 22,ssh_bruteforce,bm25,bm25,5,5,SNORT-P1-0022,ssh_bruteforce,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Je veux repérer repeated SSH login failures against account root on port 22 avec l'indice failed password.,2026-05-25T09:01:14Z IDS ssh_auth_failure src=203.0.113.21 dst=10.10.0.31 proto=TCP dpt=22 user=root attempts=8 event=authentication failure,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""P1 SSH brute force repeated login failures 2""; flow:to_server,established; content:""SSH-""; detection_filter:track by_src,count 7,seconds 60; classtype:attempted-admin; sid:9100022; rev:1;)"
Détecter une injection SQL UNION SELECT dans une URL HTTP,sql_injection,bm25,bm25,5,1,SNORT-P1-0056,sql_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Triage memo: an SQL injection attempt in a web request carrying payload union select null; analyst highlighted union select null for retrieval and explanation.,"2026/05/25 10:15:02 [warn] waf: client=192.0.2.55 host=shop.local uri=""/search?q=union select null"" msg=""SQL keyword detected"" status=403 proto=HTTP","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 SQL injection payload 16""; flow:to_server,established; content:""union select null""; nocase; classtype:web-application-attack; sid:9100056; rev:1;)"
Détecter une injection SQL UNION SELECT dans une URL HTTP,sql_injection,bm25,bm25,5,2,SNORT-P1-0047,sql_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Incident detail: an SQL injection attempt in a web request carrying payload UNION ALL SELECT. Multiple traces suggest the token UNION ALL SELECT and repeated network activity in the logs.,"192.0.2.46 - - [25/May/2026:10:06:02 +0000] ""GET /products?id=7%20UNION%20ALL%20SELECT%20users HTTP/1.1"" 500 812 ""-"" ""sqlmap/1.7""","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 SQL injection payload 7""; flow:to_server,established; content:""UNION ALL SELECT""; nocase; classtype:web-application-attack; sid:9100047; rev:1;)"
Détecter une injection SQL UNION SELECT dans une URL HTTP,sql_injection,bm25,bm25,5,3,SNORT-P1-0041,sql_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Détection sql injection: an SQL injection attempt in a web request carrying payload UNION SELECT. Mot clé observé: UNION SELECT.,"192.0.2.40 - - [25/May/2026:10:00:02 +0000] ""GET /products?id=7%20UNION%20SELECT%20users HTTP/1.1"" 500 812 ""-"" ""sqlmap/1.7""","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 SQL injection payload 1""; flow:to_server,established; content:""UNION SELECT""; nocase; classtype:web-application-attack; sid:9100041; rev:1;)"
Détecter une injection SQL UNION SELECT dans une URL HTTP,sql_injection,bm25,bm25,5,4,SNORT-P1-0057,sql_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Détection sql injection: an SQL injection attempt in a web request carrying payload sleep(8). Mot clé observé: sleep(8).,"192.0.2.56 - - [25/May/2026:10:16:02 +0000] ""GET /products?id=7%20sleep(8)%20users HTTP/1.1"" 500 812 ""-"" ""sqlmap/1.7""","alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""P1 SQL injection payload 17""; flow:to_server,established; content:""sleep(8)""; nocase; classtype:web-application-attack; sid:9100057; rev:1;)"
Détecter une injection SQL UNION SELECT dans une URL HTTP,sql_injection,bm25,bm25,5,5,SNORT-P1-0049,sql_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Détection sql injection: an SQL injection attempt in a web request carrying payload benchmark(. Mot clé observé: benchmark(.,"192.0.2.48 - - [25/May/2026:10:08:02 +0000] ""GET /products?id=7%20benchmark(%20users HTTP/1.1"" 500 812 ""-"" ""sqlmap/1.7""","alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""P1 SQL injection payload 9""; flow:to_server,established; content:""benchmark(""; nocase; classtype:web-application-attack; sid:9100049; rev:1;)"
Detect XSS attack where the URI contains <script>alert(1)</script>,xss,bm25,bm25,5,1,SNORT-P1-0061,xss,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Détection xss: a reflected XSS probe containing <script>alert(1)</script> in a web parameter. Mot clé observé: <script>alert(1)</script>.,"203.0.113.60 - - [25/May/2026:11:00:22 +0000] ""GET /comment?text=<script>alert(1)</script> HTTP/1.1"" 200 421 ""https://forum.local/thread/7"" ""Mozilla/5.0""","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 XSS payload marker 1""; flow:to_server,established; content:""<script>alert(1)</script""; nocase; pcre:""/\<script\>alert(1)\<\/script\>/i""; classtype:web-application-attack; sid:9100061; rev:1;)"
Detect XSS attack where the URI contains <script>alert(1)</script>,xss,bm25,bm25,5,2,SNORT-P1-0073,xss,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,SOC note: investigate a reflected XSS probe containing <svg><script>alert(7)</script> in a web parameter; correlate repeated events and keyword <svg><script>alert(7)</script>.,"203.0.113.72 - - [25/May/2026:11:12:22 +0000] ""GET /comment?text=<svg><script>alert(7)</script> HTTP/1.1"" 200 421 ""https://forum.local/thread/7"" ""Mozilla/5.0""","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 XSS payload marker 13""; flow:to_server,established; content:""<svg><script>alert(7)</s""; nocase; pcre:""/\<svg\>\<script\>alert(7)\<\/script\>/i""; classtype:web-application-attack; sid:9100073; rev:1"
Detect XSS attack where the URI contains <script>alert(1)</script>,xss,bm25,bm25,5,3,SNORT-P1-0071,xss,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,"Need a detection entry for a reflected XSS probe containing <script>fetch(""/x"")</script> in a web parameter; the critical observable is <script>fetch(""/x"")</script>.","203.0.113.70 - - [25/May/2026:11:10:22 +0000] ""GET /comment?text=<script>fetch(""/x"")</script> HTTP/1.1"" 200 421 ""https://forum.local/thread/7"" ""Mozilla/5.0""","alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""P1 XSS payload marker 11""; flow:to_server,established; content:""<script>fetch(""/x"")</scr""; nocase; pcre:""/\<script\>fetch(""\/x"")\<\/script\>/i""; classtype:web-application-attack; sid:9100071; rev:1;)"
Detect XSS attack where the URI contains <script>alert(1)</script>,xss,bm25,bm25,5,4,SNORT-P1-0066,xss,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect a reflected XSS probe containing <iframe src=javascript:alert(1)> in a web parameter <iframe src=javascript:alert(1)>,"2026-05-25T11:05:22Z proxy event src=203.0.113.65 dst=10.20.0.15 proto=TCP uri=""/feedback?msg=<iframe src=javascript:alert(1)>"" note=""reflected xss marker""","alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""P1 XSS payload marker 6""; flow:to_server,established; content:""<iframe src""; nocase; pcre:""/\<iframe src=javascript:alert(1)\>/i""; classtype:web-application-attack; sid:9100066; rev:1;)"
Detect XSS attack where the URI contains <script>alert(1)</script>,xss,bm25,bm25,5,5,SNORT-P1-0074,xss,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect a reflected XSS probe containing <div onmouseover=alert(3)> in a web parameter <div onmouseover=alert(3)>,"2026-05-25T11:13:22Z proxy event src=203.0.113.73 dst=10.20.0.23 proto=HTTPS uri=""/feedback?msg=<div onmouseover=alert(3)>"" note=""reflected xss marker""","alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""P1 XSS payload marker 14""; flow:to_server,established; content:""<div onmouseover""; nocase; pcre:""/\<div onmouseover=alert(3)\>/i""; classtype:web-application-attack; sid:9100074; rev:1;)"
Detect command injection with cmd parameter and whoami in HTTP request,command_injection,bm25,bm25,5,1,SNORT-P1-0087,command_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Incident detail: a command injection attempt using payload && bash -c whoami in a web-exposed parameter. Multiple traces suggest the token && bash -c whoami and repeated network activity in the logs.,"2026-05-25T12:06:55Z waf alert src=198.51.100.86 dst=10.30.0.16 uri=""/cgi-bin/admin?cmd=&& bash -c whoami"" action=blocked signature=command_injection proto=HTTP","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 Command injection payload 7""; flow:to_server,established; content:""&& bash -c whoami""; nocase; classtype:web-application-attack; sid:9100087; rev:1;)"
Detect command injection with cmd parameter and whoami in HTTP request,command_injection,bm25,bm25,5,2,SNORT-P1-0094,command_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect a command injection attempt using payload ; ping -c 1 198.51.100.8 in a web-exposed parameter ; ping -c 1 198.51.100.8,"198.51.100.93 - - [25/May/2026:12:13:55 +0000] ""POST /tools/run HTTP/1.1"" 500 921 ""-"" ""curl/8.0"" body=""name=test; ping -c 1 198.51.100.8""","alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""P1 Command injection payload 14""; flow:to_server,established; content:""; ping -c 1 198.51.100.8""; nocase; classtype:web-application-attack; sid:9100094; rev:1;)"
Detect command injection with cmd parameter and whoami in HTTP request,command_injection,bm25,bm25,5,3,SNORT-P1-0086,command_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect a command injection attempt using payload ; powershell -enc AAAA in a web-exposed parameter ; powershell -enc AAAA,"198.51.100.85 - - [25/May/2026:12:05:55 +0000] ""POST /tools/run HTTP/1.1"" 500 921 ""-"" ""curl/8.0"" body=""name=test; powershell -enc AAAA""","alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""P1 Command injection payload 6""; flow:to_server,established; content:""; powershell -enc AAAA""; nocase; classtype:web-application-attack; sid:9100086; rev:1;)"
Detect command injection with cmd parameter and whoami in HTTP request,command_injection,bm25,bm25,5,4,SNORT-P1-0099,command_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Need a detection entry for a command injection attempt using payload |cmd.exe /c whoami in a web-exposed parameter; the critical observable is |cmd.exe /c whoami.,"2026-05-25T12:18:55Z waf alert src=198.51.100.98 dst=10.30.0.28 uri=""/cgi-bin/admin?cmd=|cmd.exe /c whoami"" action=blocked signature=command_injection proto=HTTP","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 Command injection payload 19""; flow:to_server,established; content:""|cmd.exe /c whoami""; nocase; classtype:web-application-attack; sid:9100099; rev:1;)"
Detect command injection with cmd parameter and whoami in HTTP request,command_injection,bm25,bm25,5,5,SNORT-P1-0090,command_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Je veux repérer a command injection attempt using payload ; uname -a in a web-exposed parameter avec l'indice ; uname -a.,"198.51.100.89 - - [25/May/2026:12:09:55 +0000] ""POST /tools/run HTTP/1.1"" 500 921 ""-"" ""curl/8.0"" body=""name=test; uname -a""","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 Command injection payload 10""; flow:to_server,established; content:""; uname -a""; nocase; classtype:web-application-attack; sid:9100090; rev:1;)"
Alert when someone tries ../../../../etc/passwd directory traversal,directory_traversal,bm25,bm25,5,1,SNORT-P1-0101,directory_traversal,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Détection directory traversal: a directory traversal request referencing ../../../../etc/passwd. Mot clé observé: ../../../../etc/passwd.,"203.0.113.100 - - [25/May/2026:13:00:40 +0000] ""GET ../../../../etc/passwd HTTP/1.1"" 404 210 ""-"" ""Mozilla/5.0""","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 Directory traversal attempt 1""; flow:to_server,established; content:""../""; nocase; pcre:""/(\.\.|%2f|win\.ini|passwd)/i""; classtype:web-application-attack; sid:9100101; rev:1;)"
Alert when someone tries ../../../../etc/passwd directory traversal,directory_traversal,bm25,bm25,5,2,SNORT-P1-0119,directory_traversal,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Need a detection entry for a directory traversal request referencing /help?lang=../../../../etc/passwd; the critical observable is /help?lang=../../../../etc/passwd.,"203.0.113.118 - - [25/May/2026:13:18:40 +0000] ""GET /help?lang=../../../../etc/passwd HTTP/1.1"" 404 210 ""-"" ""Mozilla/5.0""","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 Directory traversal attempt 19""; flow:to_server,established; content:""../""; nocase; pcre:""/(\.\.|%2f|win\.ini|passwd)/i""; classtype:web-application-attack; sid:9100119; rev:1;)"
Alert when someone tries ../../../../etc/passwd directory traversal,directory_traversal,bm25,bm25,5,3,SNORT-P1-0107,directory_traversal,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Incident detail: a directory traversal request referencing /cgi-bin/../../../../etc/shadow. Multiple traces suggest the token /cgi-bin/../../../../etc/shadow and repeated network activity in the logs.,"203.0.113.106 - - [25/May/2026:13:06:40 +0000] ""GET /cgi-bin/../../../../etc/shadow HTTP/1.1"" 404 210 ""-"" ""Mozilla/5.0""","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 Directory traversal attempt 7""; flow:to_server,established; content:""../""; nocase; pcre:""/(\.\.|%2f|win\.ini|passwd)/i""; classtype:web-application-attack; sid:9100107; rev:1;)"
